prompt,Unnamed: 0,chosen,rejected,diff,source_index
William Russ is the main character throughout,840,. His bottom line service is very evident in the situations portrayed. We get to,", a rookie Ranger who is later referred to as the Neighborhood Winger",0.002135455608368,140
With Adam Sandler,1908," as Matt Andrews), however a plot device from Judd Apatow is more than", making a cameo as Beckwith Boy Crazy a direct-to-video horror-,0.0010190010070801,318
With Goldie,15966," Hawn as Ironbark, the mysterious criminal has an eye on him and", Hawn-type characters seemingly constantly featuring Henry Winkler character actors. What's,0.9922254672273996,2661
With a Bo Derek movie,17466," and few intense romps, Hugh Rawls delivers a compelling performance in this puzzling",", they are idiots never love once SO bad..) It is not the best",0.0065790257649497,2911
With a cast list like this one,3690, you won't be disappointed. Take (non meta) showcased more from No D,", and quite possibly, the best of them, which includes Steven Seagal",0.0006361007690429,615
"With a title like that,",23844, a documentary watermark is kind of necessary. Every person I talked to reported that," you have to be putting down a number. ""Kenin"" which is a",0.9932921662693844,3974
With all the excessive violence,3126,", Dick Grayson happily gets used to it, seems to be 4 or 5 times",", one might ask why the protagonists were subjected to this. It fails to make",0.0223567044304218,521
With movies like this you,18468, have some firsthand experience with actors and scripts think about and prepare yourself inside of, are required to scare adults into thinking the fantasy never happens! Run to Love and,0.9982500090263786,3078
With the,23184," stock pictures robots, green worlds and much terrific sound effects, I feel Tokai", original going on some time between 25 and 30 we never see any of the different,0.9976666903821751,3864
With this,12468, film I benefited. I am not sure how it will be liked as that is, dubbed Oligarchy Scene every line that begins with Fred Abbot and Maria Greene,0.99805106210988,2078
With title like,17760," This American Life, ""Mary Jane"", my go to movie $100 DVD.", 'the Civil War' or at least one movie that reconnects the two sides,0.0017178058624268,2960
Within the first few minutes of,6276, the film you watch the Benedict Cumberbatch who we have seen a million times in, the film you are reminded of director Bambi but after a while everything becomes,2.189760562029989e-05,1046
"Within the realm of Science Fiction,",2868, Outer Space is a spectacular tale that descends in the realm of Dramatic Drama," the Soviets were able to construct satellites, launch rockets capable of delivering milk to the",0.0064768195152283,478
Without question one,9366, of the most influential & stylish films ever made! I went to see it late, will probably see the generation whose careers marred Shakespeare in his lifetime; though LIFE,0.0124516487121579,1561
Without wishing to be a kill,144,joy or to lose my Tom Kaczmarek in a horror movie from,"joy, what movie is here that succeeds? let it be Creepers while she",0.976900948677212,24
Witty. Quirky,19770,", menacing, smart. A tubby, sweet, sweet master. This is"," rushes delivery, and she blows out his best laugh by flipping him over to the",0.023093104362488,3295
Wonderful cast wasted,8790, in a wasteland.<|endoftext|>, many kills. The writers call for Marcus Lupola to play the big hacky,0.0009639555355534,1465
"Woody Allen made """,18888,"The Nice Guys,"" continued with Radio Show's ""The Army's End"". The","The Bluegrass Man"" challenge for Lucy (from psycho Alejandro Cebri",0.0013874173164367,3148
Words can't describe how,7152," much I love this movie as President Trump, but now that he's got """, bad it is. Drama has that swagger and people feel like more people are,0.9981044114101678,1192
Words fail me. This,8460, movie is far worse. It's Worth 8 out of 10. A babe should, youngsters are pathetic. Next to the grotesque pompous adult film makers in theatres,0.0006231249426492,1410
Working with one of,11274, our favorite classic horror films.<|endoftext|>, the best in the world jacket to poorest-of-budget tracking films and 2007,0.0001553297042845,1879
Worst mistake of my,1884," life. Not because in the 3 years of watching, the martial arts movies,", life.<br /><br />I kept waiting for the same thud when,3.3031683414999928e-06,314
Wow! I'm,16944," laughing so hard, I was BETTER watching that movie! Also in the corner", american - the tv show is so boring. Look it up! and watch,0.0059177875518801,2824
Wow! Only a movie this,20712, bad could bring me!<|endoftext|>, bad could even be taken!<|endoftext|>,1.2507254723500031e-05,3452
Wow! This film,3750, really suffers because Suran has not been around much. This year he has started, doesn't even have enough suspense to keep it fresh.<br /><br />,1.2722681276500008e-05,625
"Wow,",3648," yes, the offices-overlook is exceptional and even a chance here - but", you're now a professional. Thinking you'd like to get involved? Try Dr,0.0016230344772339,608
"Wow, I just finally managed,",18960," technically, to find (in adult view) the real tears when he watched the", which is really bad. <br /><br />-Lester Diane I,0.981831437908113,3160
"Wow, a movie about NYC politics",2772,.<br /><br />Then this happens...<|endoftext|>," that ""won"" at Cannes as well. Ichikawa himself obviously got upset when",0.0003081345930696,462
"Wow, here it finally is;",2148, the CG freezes things around it so rightfully resembles a HAWKS of hellscape, this pattery cheeseball took intentional back-fired from the original Feast,0.0022560476209036,358
"Wow, i'm a",24504," beat up lesbian, April 4, 1970 <br /><br />We meet", big fan of grit. since this would expose a serious competent monger...,0.0003210902214052,4084
"Wow, my",20100," e-reader! The ranted animals were not just lobbs electrifying,", quote is Top Royal<|endoftext|>,0.001924514770508,3350
"Wow, the",2466," thriller ""Surprise"" is really fantastic with Iris marrying Alana for only the"," only people the cast had answers to were certain comrades are so far away, that",0.9975872861687094,411
"Wow, what a total let down",10530,... Now we know why it made me cry so much while avoiding the better-,". I wasn't totally getting excitedthere was no real chemistry, very",3.382231807340006e-05,1755
"Wow, what can I say",3198,"? This reason that I was willing to give up, all for potential for the",". Everyone who could use a word like this has a job. In fact,",0.9815520932897924,533
Wow-this one sucks. I,2316," had never seen this movie, but i barely know who the crew was. As", didn't even check it out. Bought it just to see if I could deal,1.3277167454999426e-06,386
Wow.,2760," There are plenty of heart-warming moments but nod to Ned's tale well,",<|endoftext|>,0.0022588372230529,460
Wow. I,23112, love this film not because it is a film; it is a film that conve," originally thought Salit was being a bit too cynical, as some people who don",0.0033948421478271,3852
Wow. I do not think,6846, her great cock belly has ever been so big.<|endoftext|>, that Jackie Chan's X-rating for that entire production did Bettie Page a,0.9952220953418874,1141
Wow. Rarely,7164," is ""Altmer"" premiered with as much acceptance, which is how positive it"," have I seen such a bland, play-by-play. Director David Cummings",0.9981019027181902,1194
